,date_pr,weekday_fa,holiday_inCal,date_gr,weekday_en,my_date
66,1396/03/05,جمعه,0,2017-05-26,Friday,13960305
67,1396/03/06,شنبه,0,2017-05-27,Saturday,13960306
68,1396/03/07,یکشنبه,0,2017-05-28,Sunday,13960307
69,1396/03/08,دوشنبه,0,2017-05-29,Monday,13960308
70,1396/03/09,سه شنبه,0,2017-05-30,Tuesday,13960309
71,1396/03/10,چهارشنبه,0,2017-05-31,Wednesday,13960310
72,1396/03/11,پنجشنبه,0,2017-06-01,Thursday,13960311
73,1396/03/12,جمعه,0,2017-06-02,Friday,13960312
74,1396/03/13,شنبه,0,2017-06-03,Saturday,13960313
75,1396/03/14,یکشنبه,1,2017-06-04,Sunday,13960314
76,1396/03/15,دوشنبه,1,2017-06-05,Monday,13960315
77,1396/03/16,سه شنبه,0,2017-06-06,Tuesday,13960316
78,1396/03/17,چهارشنبه,0,2017-06-07,Wednesday,13960317
79,1396/03/18,پنجشنبه,0,2017-06-08,Thursday,13960318
80,1396/03/19,جمعه,0,2017-06-09,Friday,13960319
81,1396/03/20,شنبه,0,2017-06-10,Saturday,13960320
82,1396/03/21,یکشنبه,0,2017-06-11,Sunday,13960321
83,1396/03/22,دوشنبه,0,2017-06-12,Monday,13960322
84,1396/03/23,سه شنبه,0,2017-06-13,Tuesday,13960323
85,1396/03/24,چهارشنبه,0,2017-06-14,Wednesday,13960324
86,1396/03/25,پنجشنبه,0,2017-06-15,Thursday,13960325
87,1396/03/26,جمعه,1,2017-06-16,Friday,13960326
88,1396/03/27,شنبه,0,2017-06-17,Saturday,13960327
89,1396/03/28,یکشنبه,0,2017-06-18,Sunday,13960328
90,1396/03/29,دوشنبه,0,2017-06-19,Monday,13960329
91,1396/03/30,سه شنبه,0,2017-06-20,Tuesday,13960330
92,1396/03/31,چهارشنبه,0,2017-06-21,Wednesday,13960331
93,1396/04/01,پنجشنبه,0,2017-06-22,Thursday,13960401
94,1396/04/02,جمعه,0,2017-06-23,Friday,13960402
95,1396/04/03,شنبه,0,2017-06-24,Saturday,13960403
96,1396/04/04,یکشنبه,0,2017-06-25,Sunday,13960404
97,1396/04/05,دوشنبه,1,2017-06-26,Monday,13960405
98,1396/04/06,سه شنبه,1,2017-06-27,Tuesday,13960406
99,1396/04/07,چهارشنبه,0,2017-06-28,Wednesday,13960407
100,1396/04/08,پنجشنبه,0,2017-06-29,Thursday,13960408
101,1396/04/09,جمعه,0,2017-06-30,Friday,13960409
102,1396/04/10,شنبه,0,2017-07-01,Saturday,13960410
103,1396/04/11,یکشنبه,0,2017-07-02,Sunday,13960411
104,1396/04/12,دوشنبه,0,2017-07-03,Monday,13960412
105,1396/04/13,سه شنبه,0,2017-07-04,Tuesday,13960413
106,1396/04/14,چهارشنبه,0,2017-07-05,Wednesday,13960414
107,1396/04/15,پنجشنبه,0,2017-07-06,Thursday,13960415
108,1396/04/16,جمعه,0,2017-07-07,Friday,13960416
109,1396/04/17,شنبه,0,2017-07-08,Saturday,13960417
110,1396/04/18,یکشنبه,0,2017-07-09,Sunday,13960418
111,1396/04/19,دوشنبه,0,2017-07-10,Monday,13960419
112,1396/04/20,سه شنبه,0,2017-07-11,Tuesday,13960420
113,1396/04/21,چهارشنبه,0,2017-07-12,Wednesday,13960421
114,1396/04/22,پنجشنبه,0,2017-07-13,Thursday,13960422
115,1396/04/23,جمعه,0,2017-07-14,Friday,13960423
116,1396/04/24,شنبه,0,2017-07-15,Saturday,13960424
117,1396/04/25,یکشنبه,0,2017-07-16,Sunday,13960425
118,1396/04/26,دوشنبه,0,2017-07-17,Monday,13960426
119,1396/04/27,سه شنبه,0,2017-07-18,Tuesday,13960427
120,1396/04/28,چهارشنبه,0,2017-07-19,Wednesday,13960428
121,1396/04/29,پنجشنبه,1,2017-07-20,Thursday,13960429
122,1396/04/30,جمعه,0,2017-07-21,Friday,13960430
123,1396/04/31,شنبه,0,2017-07-22,Saturday,13960431
124,1396/05/01,یکشنبه,0,2017-07-23,Sunday,13960501
125,1396/05/02,دوشنبه,0,2017-07-24,Monday,13960502
126,1396/05/03,سه شنبه,0,2017-07-25,Tuesday,13960503
127,1396/05/04,چهارشنبه,0,2017-07-26,Wednesday,13960504
128,1396/05/05,پنجشنبه,0,2017-07-27,Thursday,13960505
129,1396/05/06,جمعه,0,2017-07-28,Friday,13960506
130,1396/05/07,شنبه,0,2017-07-29,Saturday,13960507
131,1396/05/08,یکشنبه,0,2017-07-30,Sunday,13960508
132,1396/05/09,دوشنبه,0,2017-07-31,Monday,13960509
133,1396/05/10,سه شنبه,0,2017-08-01,Tuesday,13960510
134,1396/05/11,چهارشنبه,0,2017-08-02,Wednesday,13960511
135,1396/05/12,پنجشنبه,0,2017-08-03,Thursday,13960512
136,1396/05/13,جمعه,0,2017-08-04,Friday,13960513
137,1396/05/14,شنبه,0,2017-08-05,Saturday,13960514
138,1396/05/15,یکشنبه,0,2017-08-06,Sunday,13960515
139,1396/05/16,دوشنبه,0,2017-08-07,Monday,13960516
140,1396/05/17,سه شنبه,0,2017-08-08,Tuesday,13960517
141,1396/05/18,چهارشنبه,0,2017-08-09,Wednesday,13960518
142,1396/05/19,پنجشنبه,0,2017-08-10,Thursday,13960519
143,1396/05/20,جمعه,0,2017-08-11,Friday,13960520
144,1396/05/21,شنبه,0,2017-08-12,Saturday,13960521
145,1396/05/22,یکشنبه,0,2017-08-13,Sunday,13960522
146,1396/05/23,دوشنبه,0,2017-08-14,Monday,13960523
147,1396/05/24,سه شنبه,0,2017-08-15,Tuesday,13960524
148,1396/05/25,چهارشنبه,0,2017-08-16,Wednesday,13960525
149,1396/05/26,پنجشنبه,0,2017-08-17,Thursday,13960526
150,1396/05/27,جمعه,0,2017-08-18,Friday,13960527
151,1396/05/28,شنبه,0,2017-08-19,Saturday,13960528
152,1396/05/29,یکشنبه,0,2017-08-20,Sunday,13960529
153,1396/05/30,دوشنبه,0,2017-08-21,Monday,13960530
154,1396/05/31,سه شنبه,0,2017-08-22,Tuesday,13960531
155,1396/06/01,چهارشنبه,0,2017-08-23,Wednesday,13960601
156,1396/06/02,پنجشنبه,0,2017-08-24,Thursday,13960602
157,1396/06/03,جمعه,0,2017-08-25,Friday,13960603
158,1396/06/04,شنبه,0,2017-08-26,Saturday,13960604
159,1396/06/05,یکشنبه,0,2017-08-27,Sunday,13960605
160,1396/06/06,دوشنبه,0,2017-08-28,Monday,13960606
161,1396/06/07,سه شنبه,0,2017-08-29,Tuesday,13960607
162,1396/06/08,چهارشنبه,0,2017-08-30,Wednesday,13960608
163,1396/06/09,پنجشنبه,0,2017-08-31,Thursday,13960609
164,1396/06/10,جمعه,1,2017-09-01,Friday,13960610
165,1396/06/11,شنبه,0,2017-09-02,Saturday,13960611
166,1396/06/12,یکشنبه,0,2017-09-03,Sunday,13960612
167,1396/06/13,دوشنبه,0,2017-09-04,Monday,13960613
168,1396/06/14,سه شنبه,0,2017-09-05,Tuesday,13960614
169,1396/06/15,چهارشنبه,0,2017-09-06,Wednesday,13960615
170,1396/06/16,پنجشنبه,0,2017-09-07,Thursday,13960616
171,1396/06/17,جمعه,0,2017-09-08,Friday,13960617
172,1396/06/18,شنبه,1,2017-09-09,Saturday,13960618
173,1396/06/19,یکشنبه,0,2017-09-10,Sunday,13960619
174,1396/06/20,دوشنبه,0,2017-09-11,Monday,13960620
175,1396/06/21,سه شنبه,0,2017-09-12,Tuesday,13960621
176,1396/06/22,چهارشنبه,0,2017-09-13,Wednesday,13960622
177,1396/06/23,پنجشنبه,0,2017-09-14,Thursday,13960623
178,1396/06/24,جمعه,0,2017-09-15,Friday,13960624
179,1396/06/25,شنبه,0,2017-09-16,Saturday,13960625
180,1396/06/26,یکشنبه,0,2017-09-17,Sunday,13960626
181,1396/06/27,دوشنبه,0,2017-09-18,Monday,13960627
182,1396/06/28,سه شنبه,0,2017-09-19,Tuesday,13960628
183,1396/06/29,چهارشنبه,0,2017-09-20,Wednesday,13960629
184,1396/06/30,پنجشنبه,0,2017-09-21,Thursday,13960630
185,1396/06/31,جمعه,0,2017-09-22,Friday,13960631
186,1396/07/01,شنبه,0,2017-09-23,Saturday,13960701
187,1396/07/02,یکشنبه,0,2017-09-24,Sunday,13960702
188,1396/07/03,دوشنبه,0,2017-09-25,Monday,13960703
189,1396/07/04,سه شنبه,0,2017-09-26,Tuesday,13960704
190,1396/07/05,چهارشنبه,0,2017-09-27,Wednesday,13960705
191,1396/07/06,پنجشنبه,0,2017-09-28,Thursday,13960706
192,1396/07/07,جمعه,0,2017-09-29,Friday,13960707
193,1396/07/08,شنبه,1,2017-09-30,Saturday,13960708
194,1396/07/09,یکشنبه,1,2017-10-01,Sunday,13960709
195,1396/07/10,دوشنبه,0,2017-10-02,Monday,13960710
196,1396/07/11,سه شنبه,0,2017-10-03,Tuesday,13960711
197,1396/07/12,چهارشنبه,0,2017-10-04,Wednesday,13960712
198,1396/07/13,پنجشنبه,0,2017-10-05,Thursday,13960713
199,1396/07/14,جمعه,0,2017-10-06,Friday,13960714
