,date_pr,weekday_fa,holiday_inCal,date_gr,weekday_en,my_date
956,1398/08/11,شنبه,0,2019-11-02,Saturday,13980811
957,1398/08/12,یکشنبه,0,2019-11-03,Sunday,13980812
958,1398/08/13,دوشنبه,0,2019-11-04,Monday,13980813
959,1398/08/14,سه شنبه,0,2019-11-05,Tuesday,13980814
960,1398/08/15,چهارشنبه,1,2019-11-06,Wednesday,13980815
961,1398/08/16,پنجشنبه,0,2019-11-07,Thursday,13980816
962,1398/08/17,جمعه,1,2019-11-08,Friday,13980817
963,1398/08/18,شنبه,0,2019-11-09,Saturday,13980818
964,1398/08/19,یکشنبه,0,2019-11-10,Sunday,13980819
965,1398/08/20,دوشنبه,0,2019-11-11,Monday,13980820
966,1398/08/21,سه شنبه,0,2019-11-12,Tuesday,13980821
967,1398/08/22,چهارشنبه,0,2019-11-13,Wednesday,13980822
968,1398/08/23,پنجشنبه,0,2019-11-14,Thursday,13980823
969,1398/08/24,جمعه,1,2019-11-15,Friday,13980824
970,1398/08/25,شنبه,0,2019-11-16,Saturday,13980825
971,1398/08/26,یکشنبه,0,2019-11-17,Sunday,13980826
972,1398/08/27,دوشنبه,0,2019-11-18,Monday,13980827
973,1398/08/28,سه شنبه,0,2019-11-19,Tuesday,13980828
974,1398/08/29,چهارشنبه,0,2019-11-20,Wednesday,13980829
975,1398/08/30,پنجشنبه,0,2019-11-21,Thursday,13980830
976,1398/09/01,جمعه,1,2019-11-22,Friday,13980901
977,1398/09/02,شنبه,0,2019-11-23,Saturday,13980902
978,1398/09/03,یکشنبه,0,2019-11-24,Sunday,13980903
979,1398/09/04,دوشنبه,0,2019-11-25,Monday,13980904
980,1398/09/05,سه شنبه,0,2019-11-26,Tuesday,13980905
981,1398/09/06,چهارشنبه,0,2019-11-27,Wednesday,13980906
982,1398/09/07,پنجشنبه,0,2019-11-28,Thursday,13980907
983,1398/09/08,جمعه,1,2019-11-29,Friday,13980908
984,1398/09/09,شنبه,0,2019-11-30,Saturday,13980909
985,1398/09/10,یکشنبه,0,2019-12-01,Sunday,13980910
986,1398/09/11,دوشنبه,0,2019-12-02,Monday,13980911
987,1398/09/12,سه شنبه,0,2019-12-03,Tuesday,13980912
988,1398/09/13,چهارشنبه,0,2019-12-04,Wednesday,13980913
989,1398/09/14,پنجشنبه,0,2019-12-05,Thursday,13980914
990,1398/09/15,جمعه,1,2019-12-06,Friday,13980915
991,1398/09/16,شنبه,0,2019-12-07,Saturday,13980916
992,1398/09/17,یکشنبه,0,2019-12-08,Sunday,13980917
993,1398/09/18,دوشنبه,0,2019-12-09,Monday,13980918
994,1398/09/19,سه شنبه,0,2019-12-10,Tuesday,13980919
995,1398/09/20,چهارشنبه,0,2019-12-11,Wednesday,13980920
996,1398/09/21,پنجشنبه,0,2019-12-12,Thursday,13980921
997,1398/09/22,جمعه,1,2019-12-13,Friday,13980922
998,1398/09/23,شنبه,0,2019-12-14,Saturday,13980923
999,1398/09/24,یکشنبه,0,2019-12-15,Sunday,13980924
1000,1398/09/25,دوشنبه,0,2019-12-16,Monday,13980925
1001,1398/09/26,سه شنبه,0,2019-12-17,Tuesday,13980926
1002,1398/09/27,چهارشنبه,0,2019-12-18,Wednesday,13980927
1003,1398/09/28,پنجشنبه,0,2019-12-19,Thursday,13980928
1004,1398/09/29,جمعه,1,2019-12-20,Friday,13980929
1005,1398/09/30,شنبه,0,2019-12-21,Saturday,13980930
1006,1398/10/01,یکشنبه,0,2019-12-22,Sunday,13981001
1007,1398/10/02,دوشنبه,0,2019-12-23,Monday,13981002
1008,1398/10/03,سه شنبه,0,2019-12-24,Tuesday,13981003
1009,1398/10/04,چهارشنبه,0,2019-12-25,Wednesday,13981004
1010,1398/10/05,پنجشنبه,0,2019-12-26,Thursday,13981005
1011,1398/10/06,جمعه,1,2019-12-27,Friday,13981006
1012,1398/10/07,شنبه,0,2019-12-28,Saturday,13981007
1013,1398/10/08,یکشنبه,0,2019-12-29,Sunday,13981008
1014,1398/10/09,دوشنبه,0,2019-12-30,Monday,13981009
1015,1398/10/10,سه شنبه,0,2019-12-31,Tuesday,13981010
1016,1398/10/11,چهارشنبه,0,2020-01-01,Wednesday,13981011
1017,1398/10/12,پنجشنبه,0,2020-01-02,Thursday,13981012
1018,1398/10/13,جمعه,1,2020-01-03,Friday,13981013
1019,1398/10/14,شنبه,0,2020-01-04,Saturday,13981014
1020,1398/10/15,یکشنبه,0,2020-01-05,Sunday,13981015
1021,1398/10/16,دوشنبه,0,2020-01-06,Monday,13981016
1022,1398/10/17,سه شنبه,0,2020-01-07,Tuesday,13981017
1023,1398/10/18,چهارشنبه,0,2020-01-08,Wednesday,13981018
1024,1398/10/19,پنجشنبه,0,2020-01-09,Thursday,13981019
1025,1398/10/20,جمعه,1,2020-01-10,Friday,13981020
1026,1398/10/21,شنبه,0,2020-01-11,Saturday,13981021
1027,1398/10/22,یکشنبه,0,2020-01-12,Sunday,13981022
1028,1398/10/23,دوشنبه,0,2020-01-13,Monday,13981023
1029,1398/10/24,سه شنبه,0,2020-01-14,Tuesday,13981024
1030,1398/10/25,چهارشنبه,0,2020-01-15,Wednesday,13981025
1031,1398/10/26,پنجشنبه,0,2020-01-16,Thursday,13981026
1032,1398/10/27,جمعه,1,2020-01-17,Friday,13981027
1033,1398/10/28,شنبه,0,2020-01-18,Saturday,13981028
1034,1398/10/29,یکشنبه,0,2020-01-19,Sunday,13981029
1035,1398/10/30,دوشنبه,0,2020-01-20,Monday,13981030
1036,1398/11/01,سه شنبه,0,2020-01-21,Tuesday,13981101
1037,1398/11/02,چهارشنبه,0,2020-01-22,Wednesday,13981102
1038,1398/11/03,پنجشنبه,0,2020-01-23,Thursday,13981103
1039,1398/11/04,جمعه,1,2020-01-24,Friday,13981104
1040,1398/11/05,شنبه,0,2020-01-25,Saturday,13981105
1041,1398/11/06,یکشنبه,0,2020-01-26,Sunday,13981106
1042,1398/11/07,دوشنبه,0,2020-01-27,Monday,13981107
1043,1398/11/08,سه شنبه,0,2020-01-28,Tuesday,13981108
1044,1398/11/09,چهارشنبه,1,2020-01-29,Wednesday,13981109
1045,1398/11/10,پنجشنبه,0,2020-01-30,Thursday,13981110
1046,1398/11/11,جمعه,1,2020-01-31,Friday,13981111
1047,1398/11/12,شنبه,0,2020-02-01,Saturday,13981112
1048,1398/11/13,یکشنبه,0,2020-02-02,Sunday,13981113
1049,1398/11/14,دوشنبه,0,2020-02-03,Monday,13981114
1050,1398/11/15,سه شنبه,0,2020-02-04,Tuesday,13981115
1051,1398/11/16,چهارشنبه,0,2020-02-05,Wednesday,13981116
1052,1398/11/17,پنجشنبه,0,2020-02-06,Thursday,13981117
1053,1398/11/18,جمعه,1,2020-02-07,Friday,13981118
1054,1398/11/19,شنبه,0,2020-02-08,Saturday,13981119
1055,1398/11/20,یکشنبه,0,2020-02-09,Sunday,13981120
1056,1398/11/21,دوشنبه,0,2020-02-10,Monday,13981121
1057,1398/11/22,سه شنبه,1,2020-02-11,Tuesday,13981122
1058,1398/11/23,چهارشنبه,0,2020-02-12,Wednesday,13981123
1059,1398/11/24,پنجشنبه,0,2020-02-13,Thursday,13981124
1060,1398/11/25,جمعه,1,2020-02-14,Friday,13981125
1061,1398/11/26,شنبه,0,2020-02-15,Saturday,13981126
1062,1398/11/27,یکشنبه,0,2020-02-16,Sunday,13981127
1063,1398/11/28,دوشنبه,0,2020-02-17,Monday,13981128
1064,1398/11/29,سه شنبه,0,2020-02-18,Tuesday,13981129
1065,1398/11/30,چهارشنبه,0,2020-02-19,Wednesday,13981130
1066,1398/12/01,پنجشنبه,0,2020-02-20,Thursday,13981201
1067,1398/12/02,جمعه,1,2020-02-21,Friday,13981202
1068,1398/12/03,شنبه,0,2020-02-22,Saturday,13981203
1069,1398/12/04,یکشنبه,0,2020-02-23,Sunday,13981204
1070,1398/12/05,دوشنبه,0,2020-02-24,Monday,13981205
1071,1398/12/06,سه شنبه,0,2020-02-25,Tuesday,13981206
1072,1398/12/07,چهارشنبه,0,2020-02-26,Wednesday,13981207
1073,1398/12/08,پنجشنبه,0,2020-02-27,Thursday,13981208
1074,1398/12/09,جمعه,1,2020-02-28,Friday,13981209
1075,1398/12/10,شنبه,0,2020-02-29,Saturday,13981210
1076,1398/12/11,یکشنبه,0,2020-03-01,Sunday,13981211
1077,1398/12/12,دوشنبه,0,2020-03-02,Monday,13981212
1078,1398/12/13,سه شنبه,0,2020-03-03,Tuesday,13981213
1079,1398/12/14,چهارشنبه,0,2020-03-04,Wednesday,13981214
1080,1398/12/15,پنجشنبه,0,2020-03-05,Thursday,13981215
1081,1398/12/16,جمعه,1,2020-03-06,Friday,13981216
1082,1398/12/17,شنبه,0,2020-03-07,Saturday,13981217
1083,1398/12/18,یکشنبه,1,2020-03-08,Sunday,13981218
1084,1398/12/19,دوشنبه,0,2020-03-09,Monday,13981219
1085,1398/12/20,سه شنبه,0,2020-03-10,Tuesday,13981220
1086,1398/12/21,چهارشنبه,0,2020-03-11,Wednesday,13981221
1087,1398/12/22,پنجشنبه,0,2020-03-12,Thursday,13981222
1088,1398/12/23,جمعه,1,2020-03-13,Friday,13981223
1089,1398/12/24,شنبه,0,2020-03-14,Saturday,13981224
1090,1398/12/25,یکشنبه,0,2020-03-15,Sunday,13981225
1091,1398/12/26,دوشنبه,0,2020-03-16,Monday,13981226
1092,1398/12/27,سه شنبه,0,2020-03-17,Tuesday,13981227
1093,1398/12/28,چهارشنبه,0,2020-03-18,Wednesday,13981228
1094,1398/12/29,پنجشنبه,1,2020-03-19,Thursday,13981229
1095,1399/01/01,جمعه,1,2020-03-20,Friday,13990101
1096,1399/01/02,شنبه,1,2020-03-21,Saturday,13990102
1097,1399/01/03,یکشنبه,1,2020-03-22,Sunday,13990103
1098,1399/01/04,دوشنبه,1,2020-03-23,Monday,13990104
1099,1399/01/05,سه شنبه,0,2020-03-24,Tuesday,13990105
1100,1399/01/06,چهارشنبه,0,2020-03-25,Wednesday,13990106
1101,1399/01/07,پنجشنبه,0,2020-03-26,Thursday,13990107
1102,1399/01/08,جمعه,1,2020-03-27,Friday,13990108
1103,1399/01/09,شنبه,0,2020-03-28,Saturday,13990109
1104,1399/01/10,یکشنبه,0,2020-03-29,Sunday,13990110
1105,1399/01/11,دوشنبه,0,2020-03-30,Monday,13990111
1106,1399/01/12,سه شنبه,1,2020-03-31,Tuesday,13990112
1107,1399/01/13,چهارشنبه,1,2020-04-01,Wednesday,13990113
1108,1399/01/14,پنجشنبه,0,2020-04-02,Thursday,13990114
1109,1399/01/15,جمعه,1,2020-04-03,Friday,13990115
1110,1399/01/16,شنبه,0,2020-04-04,Saturday,13990116
1111,1399/01/17,یکشنبه,0,2020-04-05,Sunday,13990117
1112,1399/01/18,دوشنبه,0,2020-04-06,Monday,13990118
1113,1399/01/19,سه شنبه,0,2020-04-07,Tuesday,13990119
1114,1399/01/20,چهارشنبه,0,2020-04-08,Wednesday,13990120
1115,1399/01/21,پنجشنبه,1,2020-04-09,Thursday,13990121
1116,1399/01/22,جمعه,1,2020-04-10,Friday,13990122
1117,1399/01/23,شنبه,0,2020-04-11,Saturday,13990123
1118,1399/01/24,یکشنبه,0,2020-04-12,Sunday,13990124
1119,1399/01/25,دوشنبه,0,2020-04-13,Monday,13990125
1120,1399/01/26,سه شنبه,0,2020-04-14,Tuesday,13990126
1121,1399/01/27,چهارشنبه,0,2020-04-15,Wednesday,13990127
1122,1399/01/28,پنجشنبه,0,2020-04-16,Thursday,13990128
1123,1399/01/29,جمعه,1,2020-04-17,Friday,13990129
1124,1399/01/30,شنبه,0,2020-04-18,Saturday,13990130
1125,1399/01/31,یکشنبه,0,2020-04-19,Sunday,13990131
1126,1399/02/01,دوشنبه,0,2020-04-20,Monday,13990201
1127,1399/02/02,سه شنبه,0,2020-04-21,Tuesday,13990202
1128,1399/02/03,چهارشنبه,0,2020-04-22,Wednesday,13990203
1129,1399/02/04,پنجشنبه,0,2020-04-23,Thursday,13990204
1130,1399/02/05,جمعه,1,2020-04-24,Friday,13990205
1131,1399/02/06,شنبه,0,2020-04-25,Saturday,13990206
1132,1399/02/07,یکشنبه,0,2020-04-26,Sunday,13990207
1133,1399/02/08,دوشنبه,0,2020-04-27,Monday,13990208
1134,1399/02/09,سه شنبه,0,2020-04-28,Tuesday,13990209
1135,1399/02/10,چهارشنبه,0,2020-04-29,Wednesday,13990210
1136,1399/02/11,پنجشنبه,0,2020-04-30,Thursday,13990211
1137,1399/02/12,جمعه,1,2020-05-01,Friday,13990212
1138,1399/02/13,شنبه,0,2020-05-02,Saturday,13990213
1139,1399/02/14,یکشنبه,0,2020-05-03,Sunday,13990214
1140,1399/02/15,دوشنبه,0,2020-05-04,Monday,13990215
1141,1399/02/16,سه شنبه,0,2020-05-05,Tuesday,13990216
1142,1399/02/17,چهارشنبه,0,2020-05-06,Wednesday,13990217
1143,1399/02/18,پنجشنبه,0,2020-05-07,Thursday,13990218
1144,1399/02/19,جمعه,1,2020-05-08,Friday,13990219
1145,1399/02/20,شنبه,0,2020-05-09,Saturday,13990220
1146,1399/02/21,یکشنبه,0,2020-05-10,Sunday,13990221
1147,1399/02/22,دوشنبه,0,2020-05-11,Monday,13990222
1148,1399/02/23,سه شنبه,0,2020-05-12,Tuesday,13990223
1149,1399/02/24,چهارشنبه,0,2020-05-13,Wednesday,13990224
1150,1399/02/25,پنجشنبه,0,2020-05-14,Thursday,13990225
1151,1399/02/26,جمعه,1,2020-05-15,Friday,13990226
1152,1399/02/27,شنبه,0,2020-05-16,Saturday,13990227
1153,1399/02/28,یکشنبه,0,2020-05-17,Sunday,13990228
1154,1399/02/29,دوشنبه,0,2020-05-18,Monday,13990229
1155,1399/02/30,سه شنبه,0,2020-05-19,Tuesday,13990230
1156,1399/02/31,چهارشنبه,0,2020-05-20,Wednesday,13990231
1157,1399/03/01,پنجشنبه,0,2020-05-21,Thursday,13990301
1158,1399/03/02,جمعه,1,2020-05-22,Friday,13990302
1159,1399/03/03,شنبه,0,2020-05-23,Saturday,13990303
1160,1399/03/04,یکشنبه,1,2020-05-24,Sunday,13990304
1161,1399/03/05,دوشنبه,1,2020-05-25,Monday,13990305
1162,1399/03/06,سه شنبه,0,2020-05-26,Tuesday,13990306
1163,1399/03/07,چهارشنبه,0,2020-05-27,Wednesday,13990307
1164,1399/03/08,پنجشنبه,0,2020-05-28,Thursday,13990308
1165,1399/03/09,جمعه,1,2020-05-29,Friday,13990309
1166,1399/03/10,شنبه,0,2020-05-30,Saturday,13990310
1167,1399/03/11,یکشنبه,0,2020-05-31,Sunday,13990311
1168,1399/03/12,دوشنبه,0,2020-06-01,Monday,13990312
1169,1399/03/13,سه شنبه,0,2020-06-02,Tuesday,13990313
1170,1399/03/14,چهارشنبه,1,2020-06-03,Wednesday,13990314
1171,1399/03/15,پنجشنبه,1,2020-06-04,Thursday,13990315
1172,1399/03/16,جمعه,1,2020-06-05,Friday,13990316
1173,1399/03/17,شنبه,0,2020-06-06,Saturday,13990317
1174,1399/03/18,یکشنبه,0,2020-06-07,Sunday,13990318
1175,1399/03/19,دوشنبه,0,2020-06-08,Monday,13990319
1176,1399/03/20,سه شنبه,0,2020-06-09,Tuesday,13990320
1177,1399/03/21,چهارشنبه,0,2020-06-10,Wednesday,13990321
1178,1399/03/22,پنجشنبه,0,2020-06-11,Thursday,13990322
1179,1399/03/23,جمعه,1,2020-06-12,Friday,13990323
1180,1399/03/24,شنبه,0,2020-06-13,Saturday,13990324
1181,1399/03/25,یکشنبه,0,2020-06-14,Sunday,13990325
1182,1399/03/26,دوشنبه,0,2020-06-15,Monday,13990326
1183,1399/03/27,سه شنبه,0,2020-06-16,Tuesday,13990327
1184,1399/03/28,چهارشنبه,1,2020-06-17,Wednesday,13990328
1185,1399/03/29,پنجشنبه,0,2020-06-18,Thursday,13990329
1186,1399/03/30,جمعه,1,2020-06-19,Friday,13990330
1187,1399/03/31,شنبه,0,2020-06-20,Saturday,13990331
1188,1399/04/01,یکشنبه,0,2020-06-21,Sunday,13990401
1189,1399/04/02,دوشنبه,0,2020-06-22,Monday,13990402
1190,1399/04/03,سه شنبه,0,2020-06-23,Tuesday,13990403
1191,1399/04/04,چهارشنبه,0,2020-06-24,Wednesday,13990404
1192,1399/04/05,پنجشنبه,0,2020-06-25,Thursday,13990405
1193,1399/04/06,جمعه,1,2020-06-26,Friday,13990406
1194,1399/04/07,شنبه,0,2020-06-27,Saturday,13990407
1195,1399/04/08,یکشنبه,0,2020-06-28,Sunday,13990408
1196,1399/04/09,دوشنبه,0,2020-06-29,Monday,13990409
1197,1399/04/10,سه شنبه,0,2020-06-30,Tuesday,13990410
1198,1399/04/11,چهارشنبه,0,2020-07-01,Wednesday,13990411
1199,1399/04/12,پنجشنبه,0,2020-07-02,Thursday,13990412
1200,1399/04/13,جمعه,1,2020-07-03,Friday,13990413
1201,1399/04/14,شنبه,0,2020-07-04,Saturday,13990414
1202,1399/04/15,یکشنبه,0,2020-07-05,Sunday,13990415
1203,1399/04/16,دوشنبه,0,2020-07-06,Monday,13990416
1204,1399/04/17,سه شنبه,0,2020-07-07,Tuesday,13990417
1205,1399/04/18,چهارشنبه,0,2020-07-08,Wednesday,13990418
1206,1399/04/19,پنجشنبه,0,2020-07-09,Thursday,13990419
1207,1399/04/20,جمعه,1,2020-07-10,Friday,13990420
1208,1399/04/21,شنبه,0,2020-07-11,Saturday,13990421
1209,1399/04/22,یکشنبه,0,2020-07-12,Sunday,13990422
1210,1399/04/23,دوشنبه,0,2020-07-13,Monday,13990423
1211,1399/04/24,سه شنبه,0,2020-07-14,Tuesday,13990424
1212,1399/04/25,چهارشنبه,0,2020-07-15,Wednesday,13990425
1213,1399/04/26,پنجشنبه,0,2020-07-16,Thursday,13990426
1214,1399/04/27,جمعه,1,2020-07-17,Friday,13990427
1215,1399/04/28,شنبه,0,2020-07-18,Saturday,13990428
1216,1399/04/29,یکشنبه,0,2020-07-19,Sunday,13990429
1217,1399/04/30,دوشنبه,0,2020-07-20,Monday,13990430
1218,1399/04/31,سه شنبه,0,2020-07-21,Tuesday,13990431
1219,1399/05/01,چهارشنبه,0,2020-07-22,Wednesday,13990501
1220,1399/05/02,پنجشنبه,0,2020-07-23,Thursday,13990502
1221,1399/05/03,جمعه,1,2020-07-24,Friday,13990503
1222,1399/05/04,شنبه,0,2020-07-25,Saturday,13990504
1223,1399/05/05,یکشنبه,0,2020-07-26,Sunday,13990505
1224,1399/05/06,دوشنبه,0,2020-07-27,Monday,13990506
1225,1399/05/07,سه شنبه,0,2020-07-28,Tuesday,13990507
1226,1399/05/08,چهارشنبه,0,2020-07-29,Wednesday,13990508
1227,1399/05/09,پنجشنبه,0,2020-07-30,Thursday,13990509
1228,1399/05/10,جمعه,1,2020-07-31,Friday,13990510
1229,1399/05/11,شنبه,0,2020-08-01,Saturday,13990511
1230,1399/05/12,یکشنبه,0,2020-08-02,Sunday,13990512
1231,1399/05/13,دوشنبه,0,2020-08-03,Monday,13990513
1232,1399/05/14,سه شنبه,0,2020-08-04,Tuesday,13990514
1233,1399/05/15,چهارشنبه,0,2020-08-05,Wednesday,13990515
1234,1399/05/16,پنجشنبه,0,2020-08-06,Thursday,13990516
1235,1399/05/17,جمعه,1,2020-08-07,Friday,13990517
1236,1399/05/18,شنبه,1,2020-08-08,Saturday,13990518
1237,1399/05/19,یکشنبه,0,2020-08-09,Sunday,13990519
1238,1399/05/20,دوشنبه,0,2020-08-10,Monday,13990520
1239,1399/05/21,سه شنبه,0,2020-08-11,Tuesday,13990521
1240,1399/05/22,چهارشنبه,0,2020-08-12,Wednesday,13990522
1241,1399/05/23,پنجشنبه,0,2020-08-13,Thursday,13990523
1242,1399/05/24,جمعه,1,2020-08-14,Friday,13990524
1243,1399/05/25,شنبه,0,2020-08-15,Saturday,13990525
1244,1399/05/26,یکشنبه,0,2020-08-16,Sunday,13990526
1245,1399/05/27,دوشنبه,0,2020-08-17,Monday,13990527
1246,1399/05/28,سه شنبه,0,2020-08-18,Tuesday,13990528
1247,1399/05/29,چهارشنبه,0,2020-08-19,Wednesday,13990529
1248,1399/05/30,پنجشنبه,0,2020-08-20,Thursday,13990530
1249,1399/05/31,جمعه,1,2020-08-21,Friday,13990531
1250,1399/06/01,شنبه,0,2020-08-22,Saturday,13990601
1251,1399/06/02,یکشنبه,0,2020-08-23,Sunday,13990602
1252,1399/06/03,دوشنبه,0,2020-08-24,Monday,13990603
1253,1399/06/04,سه شنبه,0,2020-08-25,Tuesday,13990604
1254,1399/06/05,چهارشنبه,0,2020-08-26,Wednesday,13990605
1255,1399/06/06,پنجشنبه,0,2020-08-27,Thursday,13990606
1256,1399/06/07,جمعه,1,2020-08-28,Friday,13990607
1257,1399/06/08,شنبه,1,2020-08-29,Saturday,13990608
1258,1399/06/09,یکشنبه,1,2020-08-30,Sunday,13990609
1259,1399/06/10,دوشنبه,0,2020-08-31,Monday,13990610
1260,1399/06/11,سه شنبه,0,2020-09-01,Tuesday,13990611
1261,1399/06/12,چهارشنبه,0,2020-09-02,Wednesday,13990612
1262,1399/06/13,پنجشنبه,0,2020-09-03,Thursday,13990613
1263,1399/06/14,جمعه,1,2020-09-04,Friday,13990614
1264,1399/06/15,شنبه,0,2020-09-05,Saturday,13990615
1265,1399/06/16,یکشنبه,0,2020-09-06,Sunday,13990616
1266,1399/06/17,دوشنبه,0,2020-09-07,Monday,13990617
1267,1399/06/18,سه شنبه,0,2020-09-08,Tuesday,13990618
1268,1399/06/19,چهارشنبه,0,2020-09-09,Wednesday,13990619
1269,1399/06/20,پنجشنبه,0,2020-09-10,Thursday,13990620
1270,1399/06/21,جمعه,1,2020-09-11,Friday,13990621
1271,1399/06/22,شنبه,0,2020-09-12,Saturday,13990622
1272,1399/06/23,یکشنبه,0,2020-09-13,Sunday,13990623
1273,1399/06/24,دوشنبه,0,2020-09-14,Monday,13990624
1274,1399/06/25,سه شنبه,0,2020-09-15,Tuesday,13990625
1275,1399/06/26,چهارشنبه,0,2020-09-16,Wednesday,13990626
1276,1399/06/27,پنجشنبه,0,2020-09-17,Thursday,13990627
1277,1399/06/28,جمعه,1,2020-09-18,Friday,13990628
1278,1399/06/29,شنبه,0,2020-09-19,Saturday,13990629
1279,1399/06/30,یکشنبه,0,2020-09-20,Sunday,13990630
1280,1399/06/31,دوشنبه,0,2020-09-21,Monday,13990631
1281,1399/07/01,سه شنبه,0,2020-09-22,Tuesday,13990701
1282,1399/07/02,چهارشنبه,0,2020-09-23,Wednesday,13990702
1283,1399/07/03,پنجشنبه,0,2020-09-24,Thursday,13990703
1284,1399/07/04,جمعه,1,2020-09-25,Friday,13990704
1285,1399/07/05,شنبه,0,2020-09-26,Saturday,13990705
1286,1399/07/06,یکشنبه,0,2020-09-27,Sunday,13990706
1287,1399/07/07,دوشنبه,0,2020-09-28,Monday,13990707
1288,1399/07/08,سه شنبه,0,2020-09-29,Tuesday,13990708
1289,1399/07/09,چهارشنبه,0,2020-09-30,Wednesday,13990709
1290,1399/07/10,پنجشنبه,0,2020-10-01,Thursday,13990710
1291,1399/07/11,جمعه,1,2020-10-02,Friday,13990711
1292,1399/07/12,شنبه,0,2020-10-03,Saturday,13990712
1293,1399/07/13,یکشنبه,0,2020-10-04,Sunday,13990713
1294,1399/07/14,دوشنبه,0,2020-10-05,Monday,13990714
1295,1399/07/15,سه شنبه,0,2020-10-06,Tuesday,13990715
1296,1399/07/16,چهارشنبه,0,2020-10-07,Wednesday,13990716
1297,1399/07/17,پنجشنبه,1,2020-10-08,Thursday,13990717
1298,1399/07/18,جمعه,1,2020-10-09,Friday,13990718
1299,1399/07/19,شنبه,0,2020-10-10,Saturday,13990719
1300,1399/07/20,یکشنبه,0,2020-10-11,Sunday,13990720
1301,1399/07/21,دوشنبه,0,2020-10-12,Monday,13990721
1302,1399/07/22,سه شنبه,0,2020-10-13,Tuesday,13990722
1303,1399/07/23,چهارشنبه,0,2020-10-14,Wednesday,13990723
1304,1399/07/24,پنجشنبه,0,2020-10-15,Thursday,13990724
1305,1399/07/25,جمعه,1,2020-10-16,Friday,13990725
1306,1399/07/26,شنبه,1,2020-10-17,Saturday,13990726
1307,1399/07/27,یکشنبه,0,2020-10-18,Sunday,13990727
1308,1399/07/28,دوشنبه,0,2020-10-19,Monday,13990728
1309,1399/07/29,سه شنبه,0,2020-10-20,Tuesday,13990729
1310,1399/07/30,چهارشنبه,0,2020-10-21,Wednesday,13990730
1311,1399/08/01,پنجشنبه,0,2020-10-22,Thursday,13990801
1312,1399/08/02,جمعه,1,2020-10-23,Friday,13990802
1313,1399/08/03,شنبه,0,2020-10-24,Saturday,13990803
1314,1399/08/04,یکشنبه,1,2020-10-25,Sunday,13990804
1315,1399/08/05,دوشنبه,0,2020-10-26,Monday,13990805
1316,1399/08/06,سه شنبه,0,2020-10-27,Tuesday,13990806
1317,1399/08/07,چهارشنبه,0,2020-10-28,Wednesday,13990807
1318,1399/08/08,پنجشنبه,0,2020-10-29,Thursday,13990808
1319,1399/08/09,جمعه,1,2020-10-30,Friday,13990809
1320,1399/08/10,شنبه,0,2020-10-31,Saturday,13990810
1321,1399/08/11,یکشنبه,0,2020-11-01,Sunday,13990811
1322,1399/08/12,دوشنبه,0,2020-11-02,Monday,13990812
1323,1399/08/13,سه شنبه,1,2020-11-03,Tuesday,13990813
1324,1399/08/14,چهارشنبه,0,2020-11-04,Wednesday,13990814
1325,1399/08/15,پنجشنبه,0,2020-11-05,Thursday,13990815
1326,1399/08/16,جمعه,1,2020-11-06,Friday,13990816
1327,1399/08/17,شنبه,0,2020-11-07,Saturday,13990817
1328,1399/08/18,یکشنبه,0,2020-11-08,Sunday,13990818
1329,1399/08/19,دوشنبه,0,2020-11-09,Monday,13990819
1330,1399/08/20,سه شنبه,0,2020-11-10,Tuesday,13990820
1331,1399/08/21,چهارشنبه,0,2020-11-11,Wednesday,13990821
1332,1399/08/22,پنجشنبه,0,2020-11-12,Thursday,13990822
1333,1399/08/23,جمعه,1,2020-11-13,Friday,13990823
1334,1399/08/24,شنبه,0,2020-11-14,Saturday,13990824
1335,1399/08/25,یکشنبه,0,2020-11-15,Sunday,13990825
1336,1399/08/26,دوشنبه,0,2020-11-16,Monday,13990826
1337,1399/08/27,سه شنبه,0,2020-11-17,Tuesday,13990827
1338,1399/08/28,چهارشنبه,0,2020-11-18,Wednesday,13990828
1339,1399/08/29,پنجشنبه,0,2020-11-19,Thursday,13990829
1340,1399/08/30,جمعه,1,2020-11-20,Friday,13990830
1341,1399/09/01,شنبه,0,2020-11-21,Saturday,13990901
1342,1399/09/02,یکشنبه,0,2020-11-22,Sunday,13990902
1343,1399/09/03,دوشنبه,0,2020-11-23,Monday,13990903
1344,1399/09/04,سه شنبه,0,2020-11-24,Tuesday,13990904
1345,1399/09/05,چهارشنبه,0,2020-11-25,Wednesday,13990905
1346,1399/09/06,پنجشنبه,0,2020-11-26,Thursday,13990906
1347,1399/09/07,جمعه,1,2020-11-27,Friday,13990907
1348,1399/09/08,شنبه,0,2020-11-28,Saturday,13990908
1349,1399/09/09,یکشنبه,0,2020-11-29,Sunday,13990909
1350,1399/09/10,دوشنبه,0,2020-11-30,Monday,13990910
1351,1399/09/11,سه شنبه,0,2020-12-01,Tuesday,13990911
1352,1399/09/12,چهارشنبه,0,2020-12-02,Wednesday,13990912
1353,1399/09/13,پنجشنبه,0,2020-12-03,Thursday,13990913
1354,1399/09/14,جمعه,1,2020-12-04,Friday,13990914
1355,1399/09/15,شنبه,0,2020-12-05,Saturday,13990915
1356,1399/09/16,یکشنبه,0,2020-12-06,Sunday,13990916
1357,1399/09/17,دوشنبه,0,2020-12-07,Monday,13990917
1358,1399/09/18,سه شنبه,0,2020-12-08,Tuesday,13990918
